ilce,tur,ad,dosya,longitude,latitude
BERGAMA,MAHALLE,YUKARICUMA,BERGAMA_YUKARICUMA_mahalle_siniri.kml,27.08858989504202,39.32545361954118
BERGAMA,MAHALLE,YUKARIKIRIKLAR,BERGAMA_YUKARIKIRIKLAR_mahalle_siniri.kml,27.24031664302809,39.17306157620329
BERGAMA,MAHALLE,YUKARI ILGINDERE,BERGAMA_YUKARI_ILGINDERE_mahalle_siniri.kml,27.45761776460384,39.240373318933436
BERGAMA,MAHALLE,ZAFER,BERGAMA_ZAFER_mahalle_siniri.kml,27.15913863179656,39.10937381849102
BERGAMA,MAHALLE,ZAĞNOZ,BERGAMA_ZAĞNOZ_mahalle_siniri.kml,27.35115347372133,39.18028640296045
BERGAMA,MAHALLE,ZEYTİNDAĞ,BERGAMA_ZEYTİNDAĞ_mahalle_siniri.kml,27.055500628376137,38.96304356253669
BERGAMA,MAHALLE,ÇAKIRLAR,BERGAMA_ÇAKIRLAR_mahalle_siniri.kml,27.096535066205053,39.15142090444638
BERGAMA,MAHALLE,KADIKÖY,BERGAMA_KADIKÖY_mahalle_siniri.kml,27.372173130450317,39.17092655965743
BERGAMA,MAHALLE,KALEARDICABER,BERGAMA_KALEARDICABER_mahalle_siniri.kml,27.19627952718904,39.170117706533276
BERGAMA,MAHALLE,KAPLAN GÖÇBEYLİ ,BERGAMA_KAPLAN_GÖÇBEYLİ__mahalle_siniri.kml,27.429597569856625,39.305706887115925
BERGAMA,MAHALLE,KAPLAN KOZAK ,BERGAMA_KAPLAN_KOZAK__mahalle_siniri.kml,26.968999501552773,39.226966857965174
BERGAMA,MAHALLE,KAPUKAYA,BERGAMA_KAPUKAYA_mahalle_siniri.kml,27.1444182884986,39.17362393259166
BERGAMA,MAHALLE,KARAHIDIRLI,BERGAMA_KARAHIDIRLI_mahalle_siniri.kml,27.141878594198214,39.05855823860423
BERGAMA,MAHALLE,KARALAR,BERGAMA_KARALAR_mahalle_siniri.kml,27.328970387732817,39.309068551842564
BERGAMA,MAHALLE,KARAVELİLER,BERGAMA_KARAVELİLER_mahalle_siniri.kml,27.15185534462934,39.27689479809447
BERGAMA,MAHALLE,KATRANCI,BERGAMA_KATRANCI_mahalle_siniri.kml,27.309162255464976,39.32002241671754
BERGAMA,MAHALLE,KAŞIKÇI,BERGAMA_KAŞIKÇI_mahalle_siniri.kml,27.237872871431374,39.077901796433316
BERGAMA,MAHALLE,KIRANLI,BERGAMA_KIRANLI_mahalle_siniri.kml,27.19054535084487,39.31511210884795
BERGAMA,MAHALLE,KIRCALAR,BERGAMA_KIRCALAR_mahalle_siniri.kml,27.346735492389218,39.324459277554666
BERGAMA,MAHALLE,KIZILTEPE,BERGAMA_KIZILTEPE_mahalle_siniri.kml,27.139490934635944,38.94568928091921
BERGAMA,MAHALLE,KOCAHALİLLER,BERGAMA_KOCAHALİLLER_mahalle_siniri.kml,27.282684854165307,38.92963944635787
BERGAMA,MAHALLE,KOCAKÖY,BERGAMA_KOCAKÖY_mahalle_siniri.kml,27.30089362022561,38.94714964210826
BERGAMA,MAHALLE,KOYUNELİ,BERGAMA_KOYUNELİ_mahalle_siniri.kml,27.16727610903921,38.98888083580298
BERGAMA,MAHALLE,KOZLUCA,BERGAMA_KOZLUCA_mahalle_siniri.kml,27.427941526830114,39.243476961817166
BERGAMA,MAHALLE,KURFALLI,BERGAMA_KURFALLI_mahalle_siniri.kml,27.073310922082488,39.01930216118449
BERGAMA,MAHALLE,KURTULUŞ,BERGAMA_KURTULUŞ_mahalle_siniri.kml,27.230170763574392,39.132777857004484
BERGAMA,MAHALLE,KÜÇÜKKAYA KADRİYE ,BERGAMA_KÜÇÜKKAYA_KADRİYE__mahalle_siniri.kml,27.13080123664753,39.104619285530795
BERGAMA,MAHALLE,MARUFLAR,BERGAMA_MARUFLAR_mahalle_siniri.kml,27.212935268525303,39.02166697359807
BERGAMA,MAHALLE,MURATLAR,BERGAMA_MURATLAR_mahalle_siniri.kml,27.460976187110134,39.272045990157835
BERGAMA,MAHALLE,NARLICA,BERGAMA_NARLICA_mahalle_siniri.kml,27.06907181898579,39.10563884415363
BERGAMA,MAHALLE,AHMETBEYLER,BERGAMA_AHMETBEYLER_mahalle_siniri.kml,27.276236666388332,39.158131113710844
BERGAMA,MAHALLE,AKÇENGER,BERGAMA_AKÇENGER_mahalle_siniri.kml,27.29770237544047,39.302866766151446
BERGAMA,MAHALLE,ALACALAR,BERGAMA_ALACALAR_mahalle_siniri.kml,27.087971614286122,39.12615847818733
BERGAMA,MAHALLE,ALHATLI,BERGAMA_ALHATLI_mahalle_siniri.kml,27.391737075365068,39.290185404865795
BERGAMA,MAHALLE,ALİBEYLİ,BERGAMA_ALİBEYLİ_mahalle_siniri.kml,27.364861235381667,39.214897309404265
BERGAMA,MAHALLE,ARMAĞANLAR,BERGAMA_ARMAĞANLAR_mahalle_siniri.kml,27.175951913542008,39.05852845697667
BERGAMA,MAHALLE,ATATÜRK,BERGAMA_ATATÜRK_mahalle_siniri.kml,27.191803031071796,39.090984829070514
BERGAMA,MAHALLE,ATMACA,BERGAMA_ATMACA_mahalle_siniri.kml,27.175030706415743,39.12127178041572
BERGAMA,MAHALLE,ATÇILAR,BERGAMA_ATÇILAR_mahalle_siniri.kml,27.177210310412633,38.910359888395
BERGAMA,MAHALLE,AVUNDUK,BERGAMA_AVUNDUK_mahalle_siniri.kml,27.20969558945957,38.99097125718072
BERGAMA,MAHALLE,AVUNDURUK,BERGAMA_AVUNDURUK_mahalle_siniri.kml,27.188637402930738,39.22385056352394
BERGAMA,MAHALLE,AYASKÖY,BERGAMA_AYASKÖY_mahalle_siniri.kml,27.333993787004946,39.17640485070323
BEYDAĞ,MAHALLE,KURUDERE,BEYDAĞ_KURUDERE_mahalle_siniri.kml,28.25539893270223,38.1442496376581
BEYDAĞ,MAHALLE,MENDERES,BEYDAĞ_MENDERES_mahalle_siniri.kml,28.203694155074476,38.107913024705866
BEYDAĞ,MAHALLE,MUTAFLAR,BEYDAĞ_MUTAFLAR_mahalle_siniri.kml,28.254471449571465,38.0812413378133
BEYDAĞ,MAHALLE,PALAMUTÇUK,BEYDAĞ_PALAMUTÇUK_mahalle_siniri.kml,28.287824462417646,38.07248950063118
BEYDAĞ,MAHALLE,SARIKAYA,BEYDAĞ_SARIKAYA_mahalle_siniri.kml,28.186813285300392,38.116081976447894
BEYDAĞ,MAHALLE,TABAKLAR,BEYDAĞ_TABAKLAR_mahalle_siniri.kml,28.224755504546422,38.06164633097831
BEYDAĞ,MAHALLE,YAĞCILAR,BEYDAĞ_YAĞCILAR_mahalle_siniri.kml,28.145601041422008,38.09042985761357
BEYDAĞ,MAHALLE,YENİYURT,BEYDAĞ_YENİYURT_mahalle_siniri.kml,28.218140821277338,38.06158725683911
BEYDAĞ,MAHALLE,YEŞİLTEPE,BEYDAĞ_YEŞİLTEPE_mahalle_siniri.kml,28.293894178960155,38.105911803720446
BEYDAĞ,MAHALLE,YUKARIAKTEPE,BEYDAĞ_YUKARIAKTEPE_mahalle_siniri.kml,28.266366344151812,38.098707212882324
BEYDAĞ,MAHALLE,YUKARI TOSUNLAR,BEYDAĞ_YUKARI_TOSUNLAR_mahalle_siniri.kml,28.15740286883821,38.11791563563098
BEYDAĞ,MAHALLE,ÇAMLIK,BEYDAĞ_ÇAMLIK_mahalle_siniri.kml,28.284647034724653,38.056857948907414
BEYDAĞ,MAHALLE,ÇOMAKLAR,BEYDAĞ_ÇOMAKLAR_mahalle_siniri.kml,28.258750156897847,38.04903062694865
BEYDAĞ,MAHALLE,ÇİFTLİK,BEYDAĞ_ÇİFTLİK_mahalle_siniri.kml,28.20716479896017,38.1306310672685
BEYDAĞ,MAHALLE,ADAKÜRE,BEYDAĞ_ADAKÜRE_mahalle_siniri.kml,28.1924250518294,38.063759747493705
BEYDAĞ,MAHALLE,AKTEPE,BEYDAĞ_AKTEPE_mahalle_siniri.kml,28.225131353615716,38.101455136368834
BEYDAĞ,MAHALLE,ALAKEÇİLİ,BEYDAĞ_ALAKEÇİLİ_mahalle_siniri.kml,28.187429207630043,38.08768855241205
BEYDAĞ,MAHALLE,ATATÜRK,BEYDAĞ_ATATÜRK_mahalle_siniri.kml,28.214518527525982,38.086603420877275
BEYDAĞ,MAHALLE,BAKIR,BEYDAĞ_BAKIR_mahalle_siniri.kml,28.24063141815756,38.123090979599255
BEYDAĞ,MAHALLE,BEYDAĞ,BEYDAĞ_BEYDAĞ_mahalle_siniri.kml,28.2068557128191,38.08985948641221
BEYDAĞ,MAHALLE,BEYKÖY,BEYDAĞ_BEYKÖY_mahalle_siniri.kml,28.20877552465469,38.06196025552954
BEYDAĞ,MAHALLE,CUMHURİYET,BEYDAĞ_CUMHURİYET_mahalle_siniri.kml,28.208502484148227,38.08912437262001
BEYDAĞ,MAHALLE,ERİKLİ,BEYDAĞ_ERİKLİ_mahalle_siniri.kml,28.233781122859273,38.05609356305441
BEYDAĞ,MAHALLE,EĞRİDERE,BEYDAĞ_EĞRİDERE_mahalle_siniri.kml,28.30076324265532,38.12273866981678
BEYDAĞ,MAHALLE,HALIKÖY,BEYDAĞ_HALIKÖY_mahalle_siniri.kml,28.167351343303093,38.07494746415546
BEYDAĞ,İLÇE,BEYDAĞ,BEYDAĞ_ilce_siniri.kml,28.23156140865606,38.093354627532484
BEYDAĞ,MAHALLE,KARAOBA,BEYDAĞ_KARAOBA_mahalle_siniri.kml,28.247222776341765,38.13013671851306
BORNOVA,MAHALLE,KAYADİBİ,BORNOVA_KAYADİBİ_mahalle_siniri.kml,27.238673915981362,38.52273084201475
BORNOVA,MAHALLE,KAZIMDİRİK,BORNOVA_KAZIMDİRİK_mahalle_siniri.kml,27.20317004414719,38.45171959322683
BORNOVA,MAHALLE,KEMALPAŞA,BORNOVA_KEMALPAŞA_mahalle_siniri.kml,27.273908812923985,38.436801050174644
BORNOVA,MAHALLE,KURUDERE,BORNOVA_KURUDERE_mahalle_siniri.kml,27.253002550542828,38.552487720235725
BORNOVA,MAHALLE,LAKA,BORNOVA_LAKA_mahalle_siniri.kml,27.1873909972715,38.50019595104426
BORNOVA,MAHALLE,MEVLANA,BORNOVA_MEVLANA_mahalle_siniri.kml,27.24016545909347,38.45101499781179
BORNOVA,MAHALLE,NALDÖKEN,BORNOVA_NALDÖKEN_mahalle_siniri.kml,27.271419906642976,38.45482407121539
BORNOVA,MAHALLE,PINARBAŞI,BORNOVA_PINARBAŞI_mahalle_siniri.kml,27.264819766021205,38.42923973431524
BORNOVA,MAHALLE,SARNIÇ,BORNOVA_SARNIÇ_mahalle_siniri.kml,27.281576707140818,38.552288221432136
BORNOVA,MAHALLE,YAKA,BORNOVA_YAKA_mahalle_siniri.kml,27.318496358584436,38.50820124469254
BORNOVA,MAHALLE,YEŞİLÇAM,BORNOVA_YEŞİLÇAM_mahalle_siniri.kml,27.29894750485217,38.44772801500424
BORNOVA,MAHALLE,YUNUS EMRE,BORNOVA_YUNUS_EMRE_mahalle_siniri.kml,27.23725365241756,38.440842238368674
BORNOVA,MAHALLE,ÇAMDİBİ,BORNOVA_ÇAMDİBİ_mahalle_siniri.kml,27.19006344840383,38.431500375066875
BORNOVA,MAHALLE,ÇAMİÇİ,BORNOVA_ÇAMİÇİ_mahalle_siniri.kml,27.211618065939053,38.52788193819134
BORNOVA,MAHALLE,ÇİÇEKLİ,BORNOVA_ÇİÇEKLİ_mahalle_siniri.kml,27.2784449525172,38.490443194014304
BORNOVA,MAHALLE,ÜMİT,BORNOVA_ÜMİT_mahalle_siniri.kml,27.253354227989693,38.4419912388668
BORNOVA,MAHALLE,ALTINDAĞ,BORNOVA_ALTINDAĞ_mahalle_siniri.kml,27.20573219454336,38.41880977816817
BORNOVA,MAHALLE,BEŞYOL,BORNOVA_BEŞYOL_mahalle_siniri.kml,27.29280676130155,38.54309222218689
BORNOVA,MAHALLE,DOĞANLAR,BORNOVA_DOĞANLAR_mahalle_siniri.kml,27.252727620360677,38.45188925752976
BORNOVA,MAHALLE,EGEMENLİK,BORNOVA_EGEMENLİK_mahalle_siniri.kml,27.232730328359114,38.42469897092501
BORNOVA,MAHALLE,ERGENE,BORNOVA_ERGENE_mahalle_siniri.kml,27.207146084457353,38.477340607310445
BORNOVA,MAHALLE,ERZENE,BORNOVA_ERZENE_mahalle_siniri.kml,27.23870574822217,38.47428490459958
BORNOVA,MAHALLE,EVKA-3,BORNOVA_EVKA-3_mahalle_siniri.kml,27.251709674926623,38.46162633687258
BORNOVA,MAHALLE,EĞRİDERE,BORNOVA_EĞRİDERE_mahalle_siniri.kml,27.204585160971327,38.506366661110036
BORNOVA,MAHALLE,GÖKDERE,BORNOVA_GÖKDERE_mahalle_siniri.kml,27.229944062665385,38.38324709640545
BORNOVA,MAHALLE,GÜRPINAR,BORNOVA_GÜRPINAR_mahalle_siniri.kml,27.258806920036665,38.42161074352225
BORNOVA,İLÇE,BORNOVA,BORNOVA_ilce_siniri.kml,27.258414553296703,38.4933419946589
BORNOVA,MAHALLE,IŞIKLAR,BORNOVA_IŞIKLAR_mahalle_siniri.kml,27.228075948755173,38.42883284337213
BORNOVA,MAHALLE,KARACAOĞLAN,BORNOVA_KARACAOĞLAN_mahalle_siniri.kml,27.220769979054964,38.43525438821881
BORNOVA,MAHALLE,KARAÇAM,BORNOVA_KARAÇAM_mahalle_siniri.kml,27.266799533408104,38.5164986922695
BORNOVA,MAHALLE,KAVAKLIDERE,BORNOVA_KAVAKLIDERE_mahalle_siniri.kml,27.31312487978339,38.44992900807367
BUCA,MAHALLE,29 EKİM,BUCA_29_EKİM_mahalle_siniri.kml,27.255992980149365,38.359129603952105
BUCA,MAHALLE,ADATEPE,BUCA_ADATEPE_mahalle_siniri.kml,27.208275177280935,38.37924320996654
BUCA,MAHALLE,BELENBAŞI,BUCA_BELENBAŞI_mahalle_siniri.kml,27.270923812146364,38.3136310172606
BUCA,MAHALLE,DOĞANCILAR,BUCA_DOĞANCILAR_mahalle_siniri.kml,27.345396851562622,38.30050241896372
BUCA,MAHALLE,DUMLUPINAR,BUCA_DUMLUPINAR_mahalle_siniri.kml,27.15938437058506,38.362564526922334
BUCA,MAHALLE,GÜVEN,BUCA_GÜVEN_mahalle_siniri.kml,27.151506736356016,38.40236382752393
BUCA,MAHALLE,HÜRRİYET,BUCA_HÜRRİYET_mahalle_siniri.kml,27.14698204964199,38.400377626177246
BUCA,İLÇE,BUCA,BUCA_ilce_siniri.kml,27.249872729588738,38.3438504087553
BUCA,MAHALLE,KARACAAĞAÇ,BUCA_KARACAAĞAÇ_mahalle_siniri.kml,27.257910165840407,38.28438097126559
BUCA,MAHALLE,KAYNAKLAR,BUCA_KAYNAKLAR_mahalle_siniri.kml,27.29797987121158,38.35599343113196
BUCA,MAHALLE,KIRKLAR,BUCA_KIRKLAR_mahalle_siniri.kml,27.3162709459906,38.30930178661068
BUCA,MAHALLE,KIZILÇULLU,BUCA_KIZILÇULLU_mahalle_siniri.kml,27.144054345298613,38.38785786544618
BUCA,MAHALLE,KOCATEPE,BUCA_KOCATEPE_mahalle_siniri.kml,27.17169689725898,38.399674504004494
BUCA,MAHALLE,KURUÇEŞME,BUCA_KURUÇEŞME_mahalle_siniri.kml,27.230491990428455,38.35442803224129
BUCA,MAHALLE,SAKARYA,BUCA_SAKARYA_mahalle_siniri.kml,27.147808694833614,38.40352652743609
BUCA,MAHALLE,TINAZTEPE,BUCA_TINAZTEPE_mahalle_siniri.kml,27.19824598887589,38.36810443819557
BUCA,MAHALLE,YILDIZLAR,BUCA_YILDIZLAR_mahalle_siniri.kml,27.24591338978445,38.321545958505666
BUCA,MAHALLE,YILDIZ,BUCA_YILDIZ_mahalle_siniri.kml,27.18707812322345,38.35413582480915
BUCA,MAHALLE,ZAFER,BUCA_ZAFER_mahalle_siniri.kml,27.229590961235026,38.34143470042347
BUCA,MAHALLE,ÇAMLIKULE,BUCA_ÇAMLIKULE_mahalle_siniri.kml,27.169762203169242,38.36311390494786
BUCA,MAHALLE,ÇAMLIK,BUCA_ÇAMLIK_mahalle_siniri.kml,27.154822722248237,38.40239623168833
BUCA,MAHALLE,İNÖNÜ,BUCA_İNÖNÜ_mahalle_siniri.kml,27.15662128175945,38.37968922778607
DİKİLİ,MAHALLE,KIROBA,DİKİLİ_KIROBA_mahalle_siniri.kml,26.95036589470624,39.10769759508781
DİKİLİ,MAHALLE,KIZILÇUKUR,DİKİLİ_KIZILÇUKUR_mahalle_siniri.kml,26.93131602323165,39.11829317143114
DİKİLİ,MAHALLE,KOCAOBA,DİKİLİ_KOCAOBA_mahalle_siniri.kml,26.96578912019872,39.09116146478533
DİKİLİ,MAHALLE,MAZILI,DİKİLİ_MAZILI_mahalle_siniri.kml,26.97193392828578,39.12941392902428
DİKİLİ,MAHALLE,MERDİVENLİ,DİKİLİ_MERDİVENLİ_mahalle_siniri.kml,26.848649357907018,38.99327888820702
DİKİLİ,MAHALLE,NEBİLER,DİKİLİ_NEBİLER_mahalle_siniri.kml,26.910474530976003,39.166284923053205
DİKİLİ,MAHALLE,SALİHLER,DİKİLİ_SALİHLER_mahalle_siniri.kml,26.83320925193837,39.16804309985254
DİKİLİ,MAHALLE,SALİMBEY,DİKİLİ_SALİMBEY_mahalle_siniri.kml,26.92493117938179,39.05220982449186
DİKİLİ,MAHALLE,SAMANLIKKÖY,DİKİLİ_SAMANLIKKÖY_mahalle_siniri.kml,27.027489941109607,39.12303955567547
DİKİLİ,MAHALLE,UZUNBURUN,DİKİLİ_UZUNBURUN_mahalle_siniri.kml,26.897574836956238,39.03825683424069
DİKİLİ,MAHALLE,YAHŞİBEY,DİKİLİ_YAHŞİBEY_mahalle_siniri.kml,26.85031933623295,39.04153357178136
DİKİLİ,MAHALLE,YAYLAYURT,DİKİLİ_YAYLAYURT_mahalle_siniri.kml,26.909191178289493,38.96008107681879
DİKİLİ,MAHALLE,YENİCE,DİKİLİ_YENİCE_mahalle_siniri.kml,27.00325156780852,39.102873335277025
DİKİLİ,MAHALLE,ÇANDARLI,DİKİLİ_ÇANDARLI_mahalle_siniri.kml,26.950300779441022,38.95555040287821
DİKİLİ,MAHALLE,ÇAĞLAN,DİKİLİ_ÇAĞLAN_mahalle_siniri.kml,27.014707698181677,39.13694131683896
DİKİLİ,MAHALLE,ÇUKURALAN,DİKİLİ_ÇUKURALAN_mahalle_siniri.kml,26.94654968764936,39.19634517275292
DİKİLİ,MAHALLE,İSLAMLAR,DİKİLİ_İSLAMLAR_mahalle_siniri.kml,26.941025865840967,39.14789484636035
DİKİLİ,MAHALLE,İSMETPAŞA,DİKİLİ_İSMETPAŞA_mahalle_siniri.kml,26.924052587953227,39.079716952760585
DİKİLİ,MAHALLE,BADEMLİ,DİKİLİ_BADEMLİ_mahalle_siniri.kml,26.816581437396238,39.01811878994545
DİKİLİ,MAHALLE,BAHÇELİ,DİKİLİ_BAHÇELİ_mahalle_siniri.kml,26.82092697555017,39.202407718340815
DİKİLİ,MAHALLE,DELİKTAŞ,DİKİLİ_DELİKTAŞ_mahalle_siniri.kml,26.92620235710277,38.98159301017009
DİKİLİ,MAHALLE,DEMİRTAŞ,DİKİLİ_DEMİRTAŞ_mahalle_siniri.kml,26.944517384271442,39.0134377188901
DİKİLİ,MAHALLE,DENİZKÖY,DİKİLİ_DENİZKÖY_mahalle_siniri.kml,26.82066639390841,38.95622771757921
DİKİLİ,MAHALLE,ESENTEPE,DİKİLİ_ESENTEPE_mahalle_siniri.kml,26.91329836976818,39.025708994796865
DİKİLİ,MAHALLE,GAZİPAŞA,DİKİLİ_GAZİPAŞA_mahalle_siniri.kml,26.882881002247057,39.054571085121204
DİKİLİ,MAHALLE,GÖKÇEAĞIL,DİKİLİ_GÖKÇEAĞIL_mahalle_siniri.kml,26.9070196768726,39.19885315372988
DİKİLİ,İLÇE,DİKİLİ,DİKİLİ_ilce_siniri.kml,26.911177060967653,39.08534371700874
DİKİLİ,MAHALLE,KABAKUM,DİKİLİ_KABAKUM_mahalle_siniri.kml,26.881261423853253,39.13033425606275
DİKİLİ,MAHALLE,KATIRALANI,DİKİLİ_KATIRALANI_mahalle_siniri.kml,26.87922083392868,39.001042168061176
DİKİLİ,MAHALLE,KIRATLI,DİKİLİ_KIRATLI_mahalle_siniri.kml,26.8774654794099,39.206186819618146
FOÇA,MAHALLE,ATATÜRK,FOÇA_ATATÜRK_mahalle_siniri.kml,26.77422038377622,38.63672554093105
FOÇA,MAHALLE,BAĞARASI,FOÇA_BAĞARASI_mahalle_siniri.kml,26.86616375589883,38.657525396400544
FOÇA,MAHALLE,FEVZİPAŞA,FOÇA_FEVZİPAŞA_mahalle_siniri.kml,26.779546335999243,38.659617130617285
FOÇA,MAHALLE,GERENKÖY-KEMAL ATATÜRK,FOÇA_GERENKÖY-KEMAL_ATATÜRK_mahalle_siniri.kml,26.887226564954556,38.64721744290482
FOÇA,MAHALLE,GERENKÖY-MAREŞAL FEVZİ ÇAKMAK,FOÇA_GERENKÖY-MAREŞAL_FEVZİ_ÇAKMAK_mahalle_siniri.kml,26.924470918146667,38.6556793912972
FOÇA,MAHALLE,GERENKÖY,FOÇA_GERENKÖY_mahalle_siniri.kml,26.916615020000812,38.64874849210121
FOÇA,MAHALLE,HACIVELİ,FOÇA_HACIVELİ_mahalle_siniri.kml,26.863924281217866,38.66986902302961
FOÇA,İLÇE,FOÇA,FOÇA_ilce_siniri.kml,26.838178135656896,38.681072780704405
FOÇA,MAHALLE,ILIPINAR,FOÇA_ILIPINAR_mahalle_siniri.kml,26.930492494999964,38.68919101717043
FOÇA,MAHALLE,KAZIMDİRİK,FOÇA_KAZIMDİRİK_mahalle_siniri.kml,26.857055470092202,38.65013820749926
FOÇA,MAHALLE,KOCAMEHMETLER,FOÇA_KOCAMEHMETLER_mahalle_siniri.kml,26.864006040966686,38.69450992192984
FOÇA,MAHALLE,KOZBEYLİ,FOÇA_KOZBEYLİ_mahalle_siniri.kml,26.893793901054664,38.715773734023095
FOÇA,MAHALLE,YENİBAĞARASI,FOÇA_YENİBAĞARASI_mahalle_siniri.kml,26.82593521573169,38.64121167308622
FOÇA,MAHALLE,YENİFOÇA-CUMHURİYET,FOÇA_YENİFOÇA-CUMHURİYET_mahalle_siniri.kml,26.866113262381784,38.727849742086526
FOÇA,MAHALLE,YENİFOÇA-FATİH,FOÇA_YENİFOÇA-FATİH_mahalle_siniri.kml,26.785246701671035,38.740322012818574
FOÇA,MAHALLE,YENİFOÇA-FEVZİ ÇAKMAK,FOÇA_YENİFOÇA-FEVZİ_ÇAKMAK_mahalle_siniri.kml,26.81374496518269,38.70135449096147
FOÇA,MAHALLE,YENİFOÇA-MUSTAFA KEMAL ATATÜRK,FOÇA_YENİFOÇA-MUSTAFA_KEMAL_ATATÜRK_mahalle_siniri.kml,26.843590499974184,38.71319169885672
FOÇA,MAHALLE,YENİFOÇA,FOÇA_YENİFOÇA_mahalle_siniri.kml,26.80977206279886,38.72640121890759
FOÇA,MAHALLE,YENİKÖY,FOÇA_YENİKÖY_mahalle_siniri.kml,26.892716729853156,38.68782914664957
FOÇA,MAHALLE,İSMETPAŞA,FOÇA_İSMETPAŞA_mahalle_siniri.kml,26.763934077976913,38.694214440502535
GAZİEMİR,MAHALLE,AKTEPE,GAZİEMİR_AKTEPE_mahalle_siniri.kml,27.125660974712293,38.35186329228669
GAZİEMİR,MAHALLE,ATIFBEY,GAZİEMİR_ATIFBEY_mahalle_siniri.kml,27.19147490394645,38.310649923905174
GAZİEMİR,MAHALLE,BEYAZEVLER,GAZİEMİR_BEYAZEVLER_mahalle_siniri.kml,27.14566953436858,38.34213360078601
GAZİEMİR,MAHALLE,BİNBAŞI REŞATBEY,GAZİEMİR_BİNBAŞI_REŞATBEY_mahalle_siniri.kml,27.13594901033271,38.354108772322625
GAZİEMİR,MAHALLE,DOKUZEYLÜL,GAZİEMİR_DOKUZEYLÜL_mahalle_siniri.kml,27.157169649094552,38.317880194064166
GAZİEMİR,MAHALLE,EMREZ,GAZİEMİR_EMREZ_mahalle_siniri.kml,27.132824086588556,38.35932280034207
GAZİEMİR,MAHALLE,FATİH,GAZİEMİR_FATİH_mahalle_siniri.kml,27.163189503866313,38.30977725529211
GAZİEMİR,MAHALLE,GAZİKENT,GAZİEMİR_GAZİKENT_mahalle_siniri.kml,27.14078607646906,38.31213692702876
GAZİEMİR,MAHALLE,GAZİ,GAZİEMİR_GAZİ_mahalle_siniri.kml,27.13083225834796,38.32707155810553
GAZİEMİR,İLÇE,GAZİEMİR,GAZİEMİR_ilce_siniri.kml,27.16657792196289,38.31715505088325
GAZİEMİR,MAHALLE,IRMAK,GAZİEMİR_IRMAK_mahalle_siniri.kml,27.114342949558765,38.32255257207253
GAZİEMİR,MAHALLE,SAKARYA,GAZİEMİR_SAKARYA_mahalle_siniri.kml,27.132080880220855,38.3423387179293
GAZİEMİR,MAHALLE,SEVGİ,GAZİEMİR_SEVGİ_mahalle_siniri.kml,27.132858145531852,38.303922631003104
GAZİEMİR,MAHALLE,YEŞİL,GAZİEMİR_YEŞİL_mahalle_siniri.kml,27.122311578074044,38.31061622574613
GAZİEMİR,MAHALLE,ZAFER,GAZİEMİR_ZAFER_mahalle_siniri.kml,27.11941020070362,38.33842375868129
GAZİEMİR,MAHALLE,ÇAY,GAZİEMİR_ÇAY_mahalle_siniri.kml,27.116154745687634,38.333565227803106
GÜZELBAHÇE,MAHALLE,ATATÜRK,GÜZELBAHÇE_ATATÜRK_mahalle_siniri.kml,26.892730718611993,38.35440774028419
GÜZELBAHÇE,İLÇE,GÜZELBAHÇE,GÜZELBAHÇE_ilce_siniri.kml,26.884980944876943,38.334187698215835
GÜZELBAHÇE,MAHALLE,KAHRAMANDERE,GÜZELBAHÇE_KAHRAMANDERE_mahalle_siniri.kml,26.875265653062026,38.35824448952898
GÜZELBAHÇE,MAHALLE,KÜÇÜKKAYA,GÜZELBAHÇE_KÜÇÜKKAYA_mahalle_siniri.kml,26.890885229124592,38.334927345790405
GÜZELBAHÇE,MAHALLE,MALTEPE,GÜZELBAHÇE_MALTEPE_mahalle_siniri.kml,26.912281402339687,38.376986026461935
GÜZELBAHÇE,MAHALLE,MUSTAFA KEMAL PAŞA,GÜZELBAHÇE_MUSTAFA_KEMAL_PAŞA_mahalle_siniri.kml,26.873921821435772,38.3379508622035
GÜZELBAHÇE,MAHALLE,PAYAMLI,GÜZELBAHÇE_PAYAMLI_mahalle_siniri.kml,26.923234298250115,38.32357363753271
GÜZELBAHÇE,MAHALLE,SİTELER,GÜZELBAHÇE_SİTELER_mahalle_siniri.kml,26.86482038448385,38.36978602311969
GÜZELBAHÇE,MAHALLE,YAKA,GÜZELBAHÇE_YAKA_mahalle_siniri.kml,26.92023692600968,38.35594446334932
GÜZELBAHÇE,MAHALLE,YALI,GÜZELBAHÇE_YALI_mahalle_siniri.kml,26.889922917282274,38.37404272997979
GÜZELBAHÇE,MAHALLE,YELKİ,GÜZELBAHÇE_YELKİ_mahalle_siniri.kml,26.849220011679183,38.34046125444853
GÜZELBAHÇE,MAHALLE,ÇAMLI,GÜZELBAHÇE_ÇAMLI_mahalle_siniri.kml,26.85375814279222,38.31092714453732
GÜZELBAHÇE,MAHALLE,ÇELEBİ,GÜZELBAHÇE_ÇELEBİ_mahalle_siniri.kml,26.884809735480697,38.366581450891665
KARABAĞLAR,İLÇE,KARABAĞLAR,KARABAĞLAR_ilce_siniri.kml,27.03054364501997,38.3455656141208
KARABAĞLAR,MAHALLE,KARABAĞLAR,KARABAĞLAR_KARABAĞLAR_mahalle_siniri.kml,27.12982866030868,38.37060579473625
KARABAĞLAR,MAHALLE,KAVACIK,KARABAĞLAR_KAVACIK_mahalle_siniri.kml,26.96960759120251,38.32511449639341
